ID,SMILES,pEC50_Clinical_Abnormal Hepatic Function,pEC50_Clinical_Cholecystitis,pEC50_Clinical_Cholelithiasis,pEC50_Clinical_Cholestasis,pEC50_Clinical_Cholestatic Jaundice,pEC50_Clinical_Hepatic Failure,pEC50_Clinical_Hepatic Necrosis,pEC50_Clinical_Hepatic Steatosis,pEC50_Clinical_Hepatitis,pEC50_Clinical_Hepatobiliary disorder,pEC50_Clinical_Hepatocellular injury,pEC50_Clinical_Hepatomegaly,pEC50_Clinical_Hyperbilirrubinemia,pEC50_Clinical_Jaundice,pEC50_Clinical_Liver Injury,pEC50_Pre_Clinical_Filtered Dose Hepatic Steatosis,pEC50_Pre_Clinical_Filtered Doses Hepatic Necrosis,pEC50_Pre_Clinical_Filtered Doses Hepatomegaly,pEC50_Pre_Clinical_Filtered Doses Liver Disorder,pEC50_Pre_Clinical_Filtered Doses liver Injury,pEC50_Pre_Clinical_Filtered Hepatic Necrosis
292,CC(C)n1c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-])c(-c2ccc(F)cc2)c2ccccc21,,,-1.9030899869919435,,-1.9030899869919435,-1.9030899869919435,-1.9030899869919435,-1.9030899869919435,-1.9030899869919435,,,,-1.9030899869919435,-1.9030899869919435,-1.9030899869919435,-1.5563025007672873,-1.5440680443502757,-1.3979400086720375,-0.8450980400142568,,-0.7781512503836436
293,COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)N(COP(=O)([O-])[O-])C(=O)C(C)(C)O4)n2)cc(OC)c1OC,,,-2.4771212547196626,,,,,,,,,,,,,,,-2.4771212547196626,,,
294,CC(OC(=O)NCC1(CC(=O)O)CCCCC1)OC(=O)C(C)C,,,-3.5563025007672877,,,,,,-3.0791812460476247,,,,,,,,,,-3.3010299956639813,,
295,Nc1nc2c(ncn2COC(CO)CO)c(=O)[nH]1,,,-0.6989700043360189,-1.0,,,,,-1.0,,-3.0,,,-1.0,,,,,,,
296,Nc1nc([O-])c2ncn(COC(CO)CO)c2n1,,,-3.4771212547196626,-3.4771212547196626,,-3.4771212547196626,,,-1.0,,,,,,,,,,,,
297,CCCCCN(C)CCC(O)(P(=O)([O-])O)P(=O)(O)O,,,-0.6989700043360189,,,,,,,,,,,,,,-1.9294189257142929,-0.0,-0.0,,-2.4771212547196626
298,COc1cc(C(C)=O)ccc1OCCCN1CCC(c2noc3cc(F)ccc23)CC1,,,-0.6020599913279624,,,,,,,,,,,,,,,-1.0,,,
299,Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1,,,-1.3979400086720375,-1.3010299956639813,,-1.3010299956639813,-1.3010299956639813,,-1.3010299956639813,,,-1.3979400086720375,,-1.3010299956639813,-1.3010299956639813,,-1.1760912590556811,,-0.4771212547196624,,-2.7781512503836434
300,CC[C@@H](C(N)=O)N1CCCC1=O,,,-3.4771212547196626,,,-3.1760912590556813,,,-3.1760912590556813,,-3.4771212547196626,-3.4771212547196626,,,,-3.255272505103306,,-2.4771212547196626,-1.6989700043360187,,
301,N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O,,,-0.6989700043360189,,,,,,,,,,,,,,-2.255272505103306,,,,-8.204119982655925
302,CCN(CC)C(=O)[C@@]1(c2ccccc2)C[C@H]1CN,,,-2.0791812460476247,,,,,,,,,,,,,,,-2.0791812460476247,-1.5440680443502757,,
303,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,,,-0.7781512503836436,,,,,,-1.9294189257142929,,,,,-1.9294189257142929,,,,,-1.3979400086720375,,
304,O=C1[C@H]2[C@@H]3CC[C@@H](C3)[C@H]2C(=O)N1C[C@@H]1CCCC[C@H]1CN1CCN(c2nsc3ccccc23)CC1,,,-2.204119982655925,,,,,,,,,,,,,,,,-2.4771212547196626,,
305,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2cc(OC)c(OC)cc2C[C@H]1C(=O)O,,,-1.4771212547196624,,,,,,,,,,,,,-1.8750612633917,-1.8750612633917,,,,-1.8750612633917
306,CCCCCCCC(=O)OCC(O)CO,,,-1.0,,,,,,,,,,,-1.0,,,,,,,-0.0
307,CC1(C)NC(=O)N(c2ccc([N+](=O)[O-])c(C(F)(F)F)c2)C1=O,,,-2.4771212547196626,,,,,,-2.4771212547196626,,,,,-2.4771212547196626,,,,,,,
308,COc1ccc2[nH]c(S(=O)Cc3ncc(C)c(OC)c3C)nc2c1,,,-1.6020599913279625,-1.3010299956639813,,-1.6020599913279625,-1.3010299956639813,-1.3010299956639813,-1.6020599913279625,,,,-1.6020599913279625,-1.3010299956639813,,,-0.0,,-1.6334684555795864,,-0.0
309,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2O,,,-1.0791812460476249,,,,,,,,,,,-1.0791812460476249,,,,-1.7993405494535817,-1.7993405494535817,,
310,CCCCCCCCCCCCCCCC(=O)O[C@@H]1CCCn2c1nc(C)c(CCN1CCC(c3noc4cc(F)ccc34)CC1)c2=O,,,-1.8750612633917,,,,,,,,,,,-1.8750612633917,,,,,,,
311,Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1,,,-1.3010299956639813,,,,,,,,,,,,,,,-1.3010299956639813,,,
312,CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-],,,-1.6020599913279625,,,-1.6020599913279625,,,-1.6020599913279625,-1.6020599913279625,,,-1.6020599913279625,-1.6020599913279625,-1.6020599913279625,,-1.6020599913279625,-2.3010299956639813,-1.3010299956639813,,-1.6020599913279625
313,C#CCN(C)[C@H](C)Cc1ccccc1,,,-1.0,,,,,,,,,,,,,,,,-1.0,,
314,COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)[N-]S(=O)(=O)C6CC6)C[C@H]5/C=C\CCCCN(C)C(=O)[C@@H]4C3)cc(-c3nc(C(C)C)cs3)nc2c1C,,,-2.1760912590556813,,,-2.1760912590556813,,,,-2.1760912590556813,,-2.1760912590556813,-2.1760912590556813,-2.1760912590556813,,,,,-3.4771212547196626,,-2.5563025007672877
315,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,,,-1.3010299956639813,,,-1.6020599913279625,,,-1.3010299956639813,,,,,-1.9030899869919435,,,-0.6989700043360189,-0.3010299956639812,-1.3979400086720375,,-0.6989700043360189
316,N#Cc1c(N(CC(=O)[O-])CC(=O)[O-])sc(C(=O)[O-])c1CC(=O)[O-],,,-3.3010299956639813,,,-3.3010299956639813,-3.3010299956639813,,-3.3010299956639813,,,,,,-3.3010299956639813,,,,,,
317,C[C@@H]1[C@H](c2ccccc2)C[C@H](NC(=O)c2cnc3c(c2)C[C@@]2(C3)C(=O)Nc3ncccc32)C(=O)N1CC(F)(F)F,,,-2.0,,,,,,,,,,,,,,,,,,
318,CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12,,,-1.4771212547196624,,,,,-1.1760912590556811,-1.1760912590556811,,,,,,,,-2.0,,,,-2.0
319,CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1)[C@H](C(=O)O)C(C)C,,,-2.204119982655925,,,,,,-1.9030899869919435,,,,-2.505149978319906,,,,-2.3010299956639813,-1.7781512503836436,-2.0,,-2.3010299956639813
320,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC1CCN(C)CC1,,,-2.4771212547196626,,,,,,,-2.4771212547196626,,,,,,,,,-1.8750612633917,,
321,CCN(C(C)=O)c1cccc(-c2ccnc3c(C#N)cnn23)c1,,,-1.0,,,,,,,,,,,,,,-3.1760912590556813,-1.3979400086720375,-1.6989700043360187,,-3.1760912590556813
322,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,,,,-1.0791812460476249,-1.0791812460476249,,,,,,,,,,,-2.6989700043360187,,-3.3010299956639813,,,
323,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2P(C)(C)=O)n1,,,,-2.255272505103306,,,,,,,-2.255272505103306,,-2.255272505103306,,,,-1.1760912590556811,,,,-0.6989700043360189
324,CN/C(=N\CCSCc1nc[nH]c1C)NC#N,,,,-2.4771212547196626,,,,,,,,,,,,,,,,,
325,COC(=O)[C@H](c1ccccc1Cl)N1CCc2sccc2C1,,,,-1.8750612633917,,-1.8750612633917,,,-1.8750612633917,,,,,-1.8750612633917,,,,-2.089905111439398,,,
326,CN(C)CCC=C1c2ccccc2C=Cc2ccccc21,,,,-1.4771212547196624,,,,,-1.4771212547196624,,,,,-1.4771212547196624,,,,,,,
327,Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,,,,-0.6989700043360189,,,-0.6989700043360189,,-0.6989700043360189,,-0.6989700043360189,,,-0.6989700043360189,,,-1.1760912590556811,-1.4771212547196624,,-1.7781512503836436,-0.6989700043360189
328,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,,,,-1.1760912590556811,-1.1760912590556811,,-1.1760912590556811,-1.7781512503836436,,,,,,-1.1760912590556811,,,,-3.0,-3.0,,
329,Cc1onc(-c2c(F)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12,,,,-4.653212513775344,,,,,,,,,,,,,,,,,
330,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1,,,,-2.903089986991944,-2.903089986991944,,,,,,,,,-0.6989700043360189,,,,,,,
331,Nc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O,,,,-1.3979400086720375,,-1.3979400086720375,,,-1.3979400086720375,-1.4471580313422192,-1.3979400086720375,,-1.4471580313422192,-1.3979400086720375,-1.3979400086720375,,,,-2.4771212547196626,,
332,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,,,,-0.6989700043360189,,,,-0.6989700043360189,,-0.6989700043360189,,,-0.6989700043360189,-0.6989700043360189,,,,,-2.0,,
333,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],,,,-1.954242509439325,,,,,-1.954242509439325,,,,,-1.954242509439325,,,,,,,
334,COc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(O)[C@@H](C2)N(C)CC[C@]314,,,,-2.806179973983887,,,,,,,,,,,,,,,,,
335,CC(C)NC(=N)NC(=N)Nc1ccc(Cl)cc1,,,,-0.7781512503836436,,,,,-0.7781512503836436,,,,,,,,,,,,
336,CCC(CC)COC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1ccccc1,,,,-2.0,,,,,-2.3010299956639813,,,,-2.0,-2.3010299956639813,-2.3010299956639813,,,,,,
337,C[C@]12Cc3cn[nH]c3C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,,,,-1.0,,,,,,,,,,-0.8450980400142568,,,,,,,
338,CC(C)(C)C(O)/C=C/c1ccc2c(c1)OCO2,,,,-1.6989700043360187,,,,,-1.6989700043360187,,-1.6989700043360187,,,,,-1.9030899869919435,-1.9030899869919435,-1.7781512503836436,-2.342422680822206,,-1.9030899869919435
339,Clc1ccccc1CN1CCc2sccc2C1,,,,-2.397940008672037,-2.397940008672037,,,,-2.397940008672037,,,,,,,-2.0,,-2.0,,,
340,O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,,,,-2.574031267727719,,,,,,,,,-2.574031267727719,-2.574031267727719,,,,,,,
341,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2,,,,-1.3979400086720375,,,,,,,,,,-1.3979400086720375,,,,,,,
342,CS(=O)(=O)c1ccc(C(=O)Nc2ccc(Cl)c(-c3ccccn3)c2)c(Cl)c1,,,,-2.1760912590556813,,,,,,-2.1760912590556813,,,,,-2.1760912590556813,,,,,,
343,OCC(CO)N[C@H]1C[C@](O)(CO)[C@@H](O)[C@H](O)[C@H]1O,,,,-1.591064607026499,,,,,,,,,,,,,,,,,
344,O=c1[nH]cnc2[nH]ncc12,,,,,-2.7781512503836434,,-2.7781512503836434,,,,,-2.7781512503836434,-2.7781512503836434,,,,,,,,
345,CC(C(=O)O)c1ccc2oc(-c3ccc(Cl)cc3)nc2c1,,,,,-2.7781512503836434,-2.7781512503836434,-2.7781512503836434,,-2.7781512503836434,,-2.7781512503836434,,,-2.7781512503836434,-2.7781512503836434,-1.6989700043360187,-1.3979400086720375,-1.6020599913279625,-1.9030899869919435,,-2.0211892990699383
346,C=C(c1ccc(C(=O)O)cc1)c1cc2c(cc1C)C(C)(C)CCC2(C)C,,,,,-0.3010299956639812,,,,,,,,,,,,-2.0,-0.4771212547196624,,-2.0,-3.0
347,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=Cc5oncc5C[C@]4(C)[C@H]3CC[C@@]21C,,,,,-0.6020599913279624,,,,,,,,,-2.6020599913279625,-2.6020599913279625,,,,,,
348,C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,,,,,-0.6989700043360189,,,,-0.6989700043360189,,,,,,,,,,,,
349,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,,,,,-0.6020599913279624,,,,,-0.6020599913279624,,,,-2.903089986991944,,,,-0.6020599913279624,,,
350,Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1,,,,,-0.6989700043360189,,,,,,,,,,,,,,-1.4771212547196624,,
351,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,,,,,-1.0,,,,,,,,,,,,,,,,
352,NCCCC[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,,,,,-1.0,-1.0,-1.0,,-1.0,,,-1.0,-0.6989700043360189,,,,,,,,
353,Cc1nnc(C(C)C)n1[C@H]1C[C@@H]2CC[C@H](C1)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)c1ccccc1,,,,,-2.7781512503836434,-0.3010299956639812,,,-2.7781512503836434,-2.1760912590556813,-3.0791812460476247,,-2.1760912590556813,,-2.7781512503836434,,-2.0,-2.9542425094393248,-3.1760912590556813,,-2.0
354,CN1CCCC(CN2c3ccccc3Sc3ccccc32)C1,,,,,-2.7781512503836434,,,,,,,,,-2.7781512503836434,,,,,,,
355,S=c1[nH]cnc2nc[nH]c12,,,,,-0.3010299956639812,,-0.6989700043360189,,,,-0.3010299956639812,,-0.6989700043360189,-0.6989700043360189,,,,,,,0.0
356,COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,,,,,-2.6020599913279625,-2.6020599913279625,,,-2.6020599913279625,,,,-0.7781512503836436,-0.7781512503836436,,,-2.0,-1.0,-1.0,,-2.0
357,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,,,,,-2.903089986991944,,-3.204119982655925,,-2.903089986991944,,,,,-2.903089986991944,,,,,-2.7781512503836434,,
358,CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)[O-])[C@H]21,,,,,-1.3010299956639813,-1.9030899869919435,-1.6020599913279625,-1.6020599913279625,-1.6020599913279625,,,,-1.9030899869919435,-1.9030899869919435,-1.9030899869919435,-2.0,-2.0,-1.0,-2.0,,-2.0
359,CC(CN1c2ccccc2Sc2ccccc21)N(C)C,,,,,-1.6989700043360187,,,,,,,,,-1.6989700043360187,,,,,,,
360,CCCc1cc(=O)[nH]c(=S)[nH]1,,,,,-2.9542425094393248,,,,-2.4771212547196626,,,,,,,,,,,,
361,CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1,,,,,-2.7781512503836434,-3.0791812460476247,,,-3.0791812460476247,,-2.7781512503836434,-3.0791812460476247,,-2.7781512503836434,,,-2.6020599913279625,-1.8750612633917,,,-2.6020599913279625
362,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,,,,,-0.7781512503836436,,,,,-0.4771212547196624,,-0.4771212547196624,,,,,,-1.4471580313422192,,,
363,CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C,,,,,-3.3010299956639813,,,,-3.3010299956639813,,,-3.3010299956639813,-3.3010299956639813,-3.3010299956639813,,,,,-2.7781512503836434,,
364,O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1,,,,,-0.6020599913279624,,,-2.3010299956639813,-2.3010299956639813,,,-2.3010299956639813,-2.3010299956639813,-0.6020599913279624,,,,,-2.3010299956639813,,
365,CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CC=C(c5cccnc5)[C@@]4(C)CC[C@@H]32)C1,,,,,,-3.0,,,,,,-3.0,-1.4471580313422192,-3.0,-3.0,,,-1.6989700043360187,-2.8750612633917,,
366,[O-]c1ncnc2[nH]ncc12,,,,,,-3.3010299956639813,,,,,,,,,,,,,,,
367,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,,,,,,-0.7781512503836436,,,-0.7781512503836436,,,,,-0.7781512503836436,,,,,,,
368,Cn1cc(-c2cc3c(N4CCN(c5ncc([C@@](C)(N)c6ccc(F)cc6)cn5)CC4)ncnn3c2)cn1,,,,,,-2.6020599913279625,,,,-2.7781512503836434,,,-2.6020599913279625,,,,,,-0.6989700043360189,,
369,CC(C)COCC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1,,,,,,-2.6020599913279625,,,-2.4771212547196626,,-2.4771212547196626,,,,,,,-2.6532125137753435,,,
370,CCCCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1Oc1ccccc1,,,,,,-0.4771212547196624,,,-1.4471580313422192,,,-1.0791812460476249,,,,,,-1.0,-1.4771212547196624,,
371,N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CS[C@H]12)c1ccccc1,,,,,,-3.1760912590556813,,,-3.0,,,,,,,-2.204119982655925,,,,,
372,CN1C(=O)CC(=O)N(c2ccccc2)c2cc(Cl)ccc21,,,,,,-1.6020599913279625,,,,,,,,,,,-2.7781512503836434,-2.7781512503836434,-2.6020599913279625,,0.0
373,C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,,,,,,-1.0,,,,,,,-0.6989700043360189,-1.0,,-1.6532125137753435,-1.954242509439325,-1.6532125137753435,-0.6020599913279624,,-1.0
374,COC(=O)NC(C(=O)N1CCC[C@H]1c1ncc(-c2ccc(-c3ccc(-c4cnc([C@@H]5CCCN5C(=O)C(NC(=O)OC)C(C)C)[nH]4)cc3)cc2)[nH]1)C(C)C,,,,,,-1.7781512503836436,,,,,,,-1.7781512503836436,,,,-1.6989700043360187,-2.0,,,-1.6989700043360187
375,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCCCC1,,,,,,-1.6532125137753435,,,,,,,-1.6532125137753435,,-1.6532125137753435,,-1.6989700043360187,,-2.6989700043360187,,-3.0
376,COc1c(-c2ccc3cc([N-]S(C)(=O)=O)ccc3c2)cc(-n2ccc(=O)[nH]c2=O)cc1C(C)(C)C,,,,,,-2.397940008672037,,,,,,,,,,,,,,,
377,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,,,,,,-0.4771212547196624,-0.4771212547196624,,-0.4771212547196624,,,,,-0.4771212547196624,,,,,-1.0,,
378,O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1,,,,,,-2.7781512503836434,,,-2.7781512503836434,-2.7781512503836434,,-2.7781512503836434,-2.7781512503836434,-2.7781512503836434,,,-2.0,-1.4771212547196624,,,-0.8450980400142568
379,COC(=O)N[C@@H](C)CNc1nccc(-c2cn(C(C)C)nc2-c2cc(Cl)cc(NS(C)(=O)=O)c2F)n1,,,,,,-2.4771212547196626,,,,-2.4771212547196626,,,,,,,,,,,
380,CC[C@H](C)[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(C)=O)[C@@H](C)O)[C@@H](C)CC)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](C)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,,,,,,-1.954242509439325,,-1.954242509439325,-1.954242509439325,,,-1.954242509439325,,,,,,,,-1.4771212547196624,
381,CNC(=O)c1ccc(N2C(=S)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)C2(C)C)cc1F,,,,,,-2.204119982655925,,,,,,,,,,,,-1.0,-1.4771212547196624,,
382,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,,,,,,-2.1760912590556813,,,,,,,-2.1760912590556813,,,,-0.6989700043360189,,,-1.0,-2.6989700043360187
383,CC(=O)O[C@H]1Cc2ccccc2N(C(N)=O)c2ccccc21,,,,,,-3.0791812460476247,,-2.9542425094393248,-3.0791812460476247,-3.0791812460476247,,,,,-3.255272505103306,,,,,,-1.9030899869919435
384,Cc1cc(C#N)cc(C)c1Oc1nc(Nc2ccc(C#N)cc2)nc(N)c1Br,,,,,,-2.3010299956639813,,-2.3010299956639813,-2.3010299956639813,,,-2.3010299956639813,,-2.3010299956639813,-2.3010299956639813,,-1.6989700043360187,-2.7781512503836434,,-2.0,-1.3010299956639813
385,C[C@]12CC[C@@H]3c4ccc(O)cc4C[C@@H](CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)[C@H]3[C@@H]1CC[C@@H]2O,,,,,,-2.6989700043360187,,,-2.397940008672037,,,,,,,,,,,,-1.6532125137753435
386,CC[C@H](Nc1ncnc2[nH]cnc12)c1nc2cccc(F)c2c(=O)n1-c1ccccc1,,,,,,-2.1760912590556813,,,,,-2.1760912590556813,,-2.1760912590556813,,,,-2.0,,,,-0.9542425094393248
387,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,,,,,,-0.4771212547196624,-0.4771212547196624,,-0.4771212547196624,,,,,-0.4771212547196624,,,,,,,-8.957128197676813
388,CC(=O)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,,,,,,-3.0791812460476247,-3.0791812460476247,,-3.0791812460476247,,-3.0791812460476247,,,-3.0791812460476247,-3.0791812460476247,,,,-1.6020599913279625,,-0.6020599913279624
389,Nc1ccn([C@@H]2CS[C@H](CO)O2)c(=O)n1,,,,,,-2.0,,-2.4771212547196626,-2.0,,,-0.6020599913279624,-2.0,-2.0,,,,,,,
390,C[N+](C)(C)C[C@H](O)CC(=O)[O-],,,,,,-3.4727564493172123,,,,,,,,,,,,,-2.1760912590556813,,
391,Cc1cc(C)cc(OCC2CNC(=O)O2)c1,,,,,,-0.6020599913279624,,,,,,,,-0.6020599913279624,,,,,,,
392,CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,,,,,,-0.0,,,-0.0,,,,,-0.0,-0.0,,,-0.6989700043360189,,,
393,Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O,,,,,,-0.9030899869919436,,,-0.6020599913279624,,,,,,,,,,,,
394,C[C@]12C/C(=C\O)C(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,,,,,,-1.6989700043360187,,,,,,,,,,,,,,,
395,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12,,,,,,-1.6532125137753435,-1.4771212547196624,,,,,,,-1.6532125137753435,-1.6532125137753435,,,,-0.7781512503836436,,-1.3979400086720375
396,CN[C@@H](C)[C@@H](O)c1ccccc1,,,,,,-2.096910013008056,,,,,,,,,,,,,,,
397,CC(C)(C)c1cc(NC(=O)Nc2ccc(-c3cn4c(n3)sc3cc(OCCN5CCOCC5)ccc34)cc2)no1,,,,,,-1.7781512503836436,,,,,-1.7781512503836436,,-1.7781512503836436,,,,-1.4771212547196624,,-0.4771212547196624,,-1.4771212547196624
398,Cc1nnc(C(=O)NC(C)(C)c2nc(C(=O)NCc3ccc(F)cc3)c([O-])c(=O)n2C)o1,,,,,,-2.6020599913279625,,-2.6020599913279625,-2.6020599913279625,-2.6020599913279625,,-2.6020599913279625,-2.6020599913279625,-2.6020599913279625,-0.7781512503836436,,,,,,
399,CN(C)C[C@@H]1CCn2cc(c3ccccc32)C2=C(C(=O)NC2=O)c2cn(c3ccccc23)CCO1,,,,,,-1.505149978319906,,,,,,,,-1.505149978319906,,,,,,,
400,Cc1cn([C@H]2C=C[C@@H](CO)O2)c(=O)[nH]c1=O,,,,,,-0.3010299956639812,,-1.6020599913279625,-1.6020599913279625,,,-1.6020599913279625,,-1.6020599913279625,,,-3.6020599913279625,-2.7781512503836434,,,-3.6020599913279625
401,Cc1cn([C@@H]2C[C@@H](O)[C@H](CO)O2)c(=O)[nH]c1=O,,,,,,-2.7781512503836434,,-2.7781512503836434,-2.7781512503836434,-3.255272505103306,,-2.7781512503836434,,,-2.7781512503836434,,,,,,-1.6020599913279625
402,CN1CCC(COc2cnc(-c3cccc(Cn4nc(-c5cccc(C#N)c5)ccc4=O)c3)nc2)CC1,,,,,,-2.6532125137753435,,,,,,,,,,,,,,,
