ID,SMILES,pEC50_Clinical_Abnormal Hepatic Function,pEC50_Clinical_Cholecystitis,pEC50_Clinical_Cholelithiasis,pEC50_Clinical_Cholestasis,pEC50_Clinical_Cholestatic Jaundice,pEC50_Clinical_Hepatic Failure,pEC50_Clinical_Hepatic Necrosis,pEC50_Clinical_Hepatic Steatosis,pEC50_Clinical_Hepatitis,pEC50_Clinical_Hepatobiliary disorder,pEC50_Clinical_Hepatocellular injury,pEC50_Clinical_Hepatomegaly,pEC50_Clinical_Hyperbilirrubinemia,pEC50_Clinical_Jaundice,pEC50_Clinical_Liver Injury,pEC50_Pre_Clinical_Filtered Dose Hepatic Steatosis,pEC50_Pre_Clinical_Filtered Doses Hepatic Necrosis,pEC50_Pre_Clinical_Filtered Doses Hepatomegaly,pEC50_Pre_Clinical_Filtered Doses Liver Disorder,pEC50_Pre_Clinical_Filtered Doses liver Injury,pEC50_Pre_Clinical_Filtered Hepatic Necrosis
809,COCCNC(=O)CN1CCN2CCN(CC(=O)NCCOC)CC(=O)O[Gd](OC(=O)C2)OC(=O)C1,,,,,,,,,,,,,,,,,,,,-6.954242509439325,
810,C[S+](CC[C@H](N)C(=O)[O-])C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,,,,,,,,,,,,,,,,,,,,,-0.6989700043360189
811,CN1C[C@@H]2c3ccccc3Oc3ccc(Cl)cc3[C@H]2C1,,,,,,,,,,,,,,,,,,,,,-1.944482672150169
812,CC(=O)Oc1ccccc1C(=O)O,,,,,,,,,,,,,,,,,,,,,-3.0
813,Cn1c(CCCC(=O)O)nc2cc(N(CCCl)CCCl)ccc21,,,,,,,,,,,,,,,,,,,,,-1.3979400086720375
814,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)CCCC2(C)C)C(C)(C)CCC1,,,,,,,,,,,,,,,,,,,,,-2.0
815,CC(C(=O)O)c1ccc2c(c1)[nH]c1ccc(Cl)cc12,,,,,,,,,,,,,,,,,,,,,-3.3010299956639813
816,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3C(C(=O)[O-])=C(CSc4nnnn4C)CS[C@H]23)c2ccc(O)cc2)C(=O)C1=O,,,,,,,,,,,,,,,,,,,,,-3.6989700043360183
817,ClC(Cl)Cl,,,,,,,,,,,,,,,,,,,,,-1.3979400086720375
818,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,,,,,,,,,,,,,,,,,,,,,-1.4771212547196624
819,CC(C)(Oc1ccc(C2CC2(Cl)Cl)cc1)C(=O)O,,,,,,,,,,,,,,,,,,,,,-1.146128035678238
820,CN(C)/N=N/c1[nH]cnc1C(N)=O,,,,,,,,,,,,,,,,,,,,,-2.1760912590556813
821,O=C(O)C(Cl)Cl,,,,,,,,,,,,,,,,,,,,,-0.3010299956639812
822,CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@@H]12)C3(C)C,,,,,,,,,,,,,,,,,,,,,-3.0
823,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,,,,,,,,,,,,,,,,,,,,,-0.9030899869919436
824,C=C1CCN([C@H](C)[C@](O)(Cn2cncn2)c2ccc(F)cc2F)CC1,,,,,,,,,,,,,,,,,,,,,-2.903089986991944
825,CC[C@H](CO)NCCN[C@H](CC)CO,,,,,,,,,,,,,,,,,,,,,-0.3010299956639812
826,COC(=O)Nc1nc2cc(C(=O)c3ccc(F)cc3)ccc2[nH]1,,,,,,,,,,,,,,,,,,,,,-1.0791812460476249
827,CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,,,,,,,,,,,,,,,,,,,,,-1.5440680443502757
828,Nc1nc(=O)c2nc(CNc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)cnc2[nH]1,,,,,,,,,,,,,,,,,,,,,-1.0
829,[Gd],,,,,,,,,,,,,,,,,,,,,-2.0
830,C[C@H]1NCc2cc(-c3ccc4c(=O)c(C(=O)O)cn(C5CC5)c4c3OC(F)F)ccc21,,,,,,,,,,,,,,,,,,,,,-0.6989700043360189
831,CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccc(N(C)C)cc2)cc1,,,,,,,,,,,,,,,,,,,,,-0.3010299956639812
832,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,,,,,,,,,,,,,,,,,,,,,-1.0
833,COc1ccc2[nH]c3c(c2c1)CCN[C@]31CS[C@@H]2c3c(OC(C)=O)c(C)c4c(c3[C@H](COC1=O)N1[C@@H](O)[C@@H]3Cc5cc(C)c(OC)c(O)c5[C@H]([C@H]21)N3C)OCO4,,,,,,,,,,,,,,,,,,,,,-1.8750612633917
834,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,,,,,,,,,,,,,,,,,,,,,-8.460897842756548
835,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,,,,,,,,,,,,,,,,,,,,,-2.8750612633917
836,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)[O-])cc1,,,,,,,,,,,,,,,,,,,,,-1.1760912590556811
837,COC(C)(C)C,,,,,,,,,,,,,,,,,,,,,-2.6989700043360187
838,CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCNC(=O)[C@H](C)NC(=O)CC[C@@H](NC(=O)[C@H](C)NC(=O)[C@@H](C)O[C@H]1[C@H](O)[C@@H](CO)OC(O)[C@@H]1NC(C)=O)C(N)=O)OC(=O)CCCCCCCCCCCCCCC,,,,,,,,,,,,,,,,,,,,,-0.6989700043360189
839,CO[C@@]12[C@H](COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1C[C@@H]1N[C@@H]12,,,,,,,,,,,,,,,,,,,,,-0.6020599913279624
840,O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21,,,,,,,,,,,,,,,,,,,,,-1.3010299956639813
841,N[C@@H](CCC(=O)O)C(=O)[O-],,,,,,,,,,,,,,,,,,,,,-0.0
842,COC(=O)C[C@](O)(CCCC(C)(C)O)C(=O)OC1C(OC)=C[C@]23CCCN2CCc2cc4c(cc2[C@H]13)OCO4,,,,,,,,,,,,,,,,,,,,,-2.2174839442139063
843,O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O,,,,,,,,,,,,,,,,,,,,,-1.146128035678238
844,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,,,,,,,,,,,,,,,,,,,,,-1.146128035678238
845,NC(=O)c1cnccn1,,,,,,,,,,,,,,,,,,,,,-4.447158031342219
846,CN1[C@H]2C[C@@H](OC(=O)[C@H](CO)c3ccccc3)C[C@@H]1[C@@H]1O[C@@H]12,,,,,,,,,,,,,,,,,,,,,-2.0791812460476247
847,O=[N+]([O-])[O-],,,,,,,,,,,,,,,,,,,,,-1.146128035678238
848,O=N[O-],,,,,,,,,,,,,,,,,,,,,-0.9030899869919436
849,Cn1nnc2c(C(N)=O)ncn2c1=O,,,,,,,,,,,,,,,,,,,,,-0.3010299956639812
850,c1ccc2[nH]c(-c3cscn3)nc2c1,,,,,,,,,,,,,,,,,,,,,-1.1139433523068367
851,Cc1ccc(C(=O)c2ccc(CC(=O)[O-])n2C)cc1,,,,,,,,,,,,,,,,,,,,,-1.3222192947339193
852,COc1cc2c(cc1O)CCN[C@]21CS[C@@H]2c3c(OC(C)=O)c(C)c4c(c3[C@H](COC1=O)N1[C@@H](O)[C@@H]3Cc5cc(C)c(OC)c(O)c5[C@H]([C@H]21)N3C)OCO4,,,,,,,,,,,,,,,,,,,,,-0.3010299956639812
853,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/CO)C(C)(C)CCC1,,,,,,,,,,,,,,,,,,,,,-0.9030899869919436
